ma_sv,nam_hoc,hoc_ky,nam,ma_mon,ten_mon,khoi_kien_thuc,so_tin_chi,profile,diem_cc,diem_bt,diem_gk,diem_ck,diem_tong,xep_loai,diem_gpa,lms_logins,so_lan_vang,ty_le_nop_bai,muc_tham_gia,gio_tu_hoc,ielts_score,dat_mon,dropout_risk,risk_level,dat_PLO1,dat_PLO2,dat_PLO3,dat_PLO4,dat_PLO5,dat_PLO6,dat_PLO7,dat_PLO8,dat_PLO9,dat_PLO10
SV0102,2021-2022,1,1,DSB15029,Thách thức dữ liệu: khai phá,3,5,average,7.65,6.18,7.17,5.65,6.41,F,0.0,19,5,0.759,5.63,8.5,4.4,1,0,Trung bình,,,0.0,,,,,0.0,,
SV0102,2021-2022,2,1,CSB25022,Thiết kế & phát triển ứng dụng web,3,5,average,6.54,6.18,5.95,6.41,6.24,C,2.0,11,5,0.828,6.78,8.5,4.4,1,0,Trung bình,0.0,1.0,,,1.0,,,,,
SV0103,2024-2025,1,4,CSB13055,Lập trình Java,2,3,at_risk,2.73,1.92,1.16,1.69,1.68,F,0.0,3,5,0.44,1.49,18.8,4.0,0,0,Cao,0.0,0.0,,,,,,,,
SV0103,2024-2025,2,4,DSB45025,Thách thức dữ liệu nâng cao,3,5,at_risk,5.48,3.72,2.3,1.16,2.45,F,0.0,0,7,0.68,4.4,18.8,4.0,0,1,Cao,,,1.0,,,,,0.0,0.0,
SV0103,2024-2025,2,4,CSB25017,Lập trình hướng đối tượng,2,5,at_risk,4.61,3.26,5.94,0.89,3.25,F,0.0,8,9,0.33,2.86,18.8,4.0,0,1,Cao,0.0,0.0,,,,,,,,
SV0103,2024-2025,1,4,DSB23017,Thách thức dữ liệu 2,3,3,at_risk,3.08,4.21,4.3,3.61,3.89,F,0.0,3,8,0.415,3.17,18.8,4.0,0,1,Cao,,,1.0,,,,1.0,0.0,,
SV0104,2022-2023,2,2,CSB35038,Quản lý dự án phần mềm,3,5,below_avg,6.63,3.68,4.15,4.83,4.57,D,1.0,14,4,0.616,4.65,9.0,3.7,1,0,Trung bình,,,,,,,0.0,,,0.0
SV0104,2022-2023,1,2,BEB11003,Kỹ năng giao tiếp LT,1,1,below_avg,5.79,6.42,5.47,2.74,4.6,D,1.0,11,3,0.422,4.91,9.0,3.7,1,0,Trung bình,,,,,,,0.0,,,
SV0104,2022-2023,2,2,BEB14128,Tiếng Anh học thuật nâng cao,1,4,below_avg,7.51,5.37,4.27,2.0,3.9,F,0.0,20,5,0.577,7.11,9.0,3.7,0,0,Cao,,,,,,1.0,,,,
SV0104,2022-2023,1,2,DSB35032,Thách thức dữ liệu: Hệ đề nghị,3,5,below_avg,6.94,3.85,4.18,4.39,4.47,D,1.0,13,5,0.604,3.91,9.0,3.7,1,0,Cao,,1.0,0.0,,,,,,,
SV0105,2023-2024,1,3,BEB14127,Tiếng Anh nền tảng 2,1,4,good,6.42,5.8,8.55,8.94,7.94,F,0.0,44,3,1.0,8.18,16.4,5.3,1,0,Thấp,,,,,,1.0,,,,
SV0105,2023-2024,1,3,DSB45028,Phân tích dữ liệu cho KHSS,3,5,good,10.0,8.14,6.74,6.7,7.33,B,3.0,44,0,0.955,6.55,16.4,5.3,1,0,Thấp,,,1.0,1.0,,,,,,
SV0105,2023-2024,2,3,BEB14128,Tiếng Anh học thuật nâng cao,1,4,good,7.68,6.59,7.01,9.77,8.1,B+,3.5,53,2,0.846,8.34,16.4,5.3,1,0,Thấp,,,,,,1.0,,,,
SV0105,2023-2024,1,3,BEB14132,Chuẩn bị kỹ năng IELTS L3,1,4,good,7.0,7.41,5.01,8.85,7.23,B,3.0,58,1,0.531,8.11,16.4,5.3,1,0,Thấp,,,,,,1.0,,,,
SV0106,2022-2023,2,2,BEB42125,Lịch sử Đảng CSVN,1,2,average,5.67,5.8,6.41,5.99,6.04,C,2.0,18,4,0.439,5.75,16.3,4.1,1,0,Trung bình,,,,,,,,,,0.0
SV0106,2022-2023,1,2,BEB12013,Văn hóa và Giáo dục Anh,1,2,average,7.18,6.87,7.35,5.35,6.44,F,0.0,34,3,0.593,8.1,16.3,4.1,1,0,Thấp,,,,,,1.0,,,,
SV0106,2022-2023,1,2,BEB13009,Khởi sự kinh doanh,1,3,average,7.5,6.67,6.33,5.61,6.23,C,2.0,36,0,0.84,5.64,16.3,4.1,1,0,Thấp,,,,1.0,,,,0.0,,
SV0106,2022-2023,1,2,DSB23015,Thách thức dữ liệu 1,2,3,average,8.29,5.79,6.94,6.26,6.57,C+,2.5,22,2,0.805,5.5,16.3,4.1,1,0,Thấp,,,1.0,,,,1.0,1.0,,
SV0107,2024-2025,2,4,DBB33003,Ra quyết định dựa trên dữ liệu,3,3,good,10.0,7.92,6.7,6.38,7.15,B,3.0,37,0,0.983,6.72,10.9,4.7,1,0,Thấp,,,0.0,1.0,,,,,0.0,
SV0107,2024-2025,2,4,BEB14128,Tiếng Anh học thuật nâng cao,1,4,good,7.49,4.35,7.06,7.3,6.65,C+,2.5,48,0,1.0,8.32,10.9,4.7,1,0,Thấp,,,,,,1.0,,,,
SV0107,2024-2025,2,4,DSB33020,Dự đoán ứng dụng,3,3,good,7.94,8.72,5.43,8.36,7.51,B,3.0,35,0,0.681,7.51,10.9,4.7,1,0,Thấp,,,1.0,1.0,,,,,,
SV0107,2024-2025,1,4,DSB15029,Thách thức dữ liệu: khai phá,3,5,good,5.83,4.95,8.85,8.58,7.66,B,3.0,33,1,1.0,7.92,10.9,4.7,1,0,Thấp,,,1.0,,,,,1.0,,
SV0108,2023-2024,1,3,CSB35037,Nhập môn trí tuệ nhân tạo,3,5,good,6.74,8.46,6.03,7.24,7.07,B,3.0,39,2,0.532,8.39,14.9,4.3,1,0,Thấp,1.0,1.0,1.0,,,,,,,
SV0108,2023-2024,2,3,BEB23122,Triết học Mác-Lênin,1,3,good,7.94,9.8,6.87,8.99,8.41,F,0.0,42,2,0.86,8.35,14.9,4.3,1,0,Thấp,,,,,,,,,,1.0
SV0108,2023-2024,2,3,DSB25030,Đại số tuyến tính cho KHDL,2,5,good,6.82,6.73,7.32,7.24,7.12,B,3.0,47,3,0.704,6.77,14.9,4.3,1,0,Thấp,1.0,,0.0,,,,,,,
SV0108,2023-2024,2,3,BEB13116,Tư duy thiết kế,1,3,good,8.37,8.08,5.59,7.5,7.13,B,3.0,46,1,1.0,9.81,14.9,4.3,1,0,Thấp,,0.0,,,,,,1.0,,
SV0109,2022-2023,2,2,BEB32124,Chủ nghĩa xã hội khoa học,1,2,excellent,8.74,8.49,9.23,8.57,8.77,A,4.0,53,0,0.969,10.0,30.2,5.1,1,0,Thấp,,,,,,,,,,0.0
SV0109,2022-2023,2,2,BEB23122,Triết học Mác-Lênin,1,3,excellent,10.0,8.56,7.65,9.58,8.84,A,4.0,56,0,0.801,8.72,30.2,5.1,1,0,Thấp,,,,,,,,,,1.0
SV0109,2022-2023,2,2,BEB13004,Lập kế hoạch phát triển cá nhân,1,3,excellent,10.0,9.38,10.0,9.12,9.52,A+,4.0,55,0,0.852,8.81,30.2,5.1,1,0,Thấp,,,,,,,,1.0,1.0,
SV0109,2022-2023,2,2,CSB13054,Nhập môn lập trình và máy tính,2,3,excellent,8.81,9.3,9.05,8.1,8.7,A,4.0,58,0,0.42,8.32,30.2,5.1,1,0,Thấp,1.0,,0.0,,,,,,,
SV0110,2021-2022,1,1,DSB25031,Học máy và Học sâu,3,5,at_risk,5.06,5.13,4.29,1.95,3.6,F,0.0,4,8,0.456,1.38,11.2,4.5,0,1,Cao,1.0,1.0,1.0,,,,,,,
SV0110,2021-2022,2,1,CSB25017,Lập trình hướng đối tượng,2,5,at_risk,5.21,2.41,2.66,0.73,2.1,F,0.0,1,9,0.885,4.23,11.2,4.5,0,1,Cao,0.0,0.0,,,,,,,,
SV0110,2021-2022,1,1,DSB13001,Xác suất thống kê,2,3,at_risk,3.85,5.97,3.27,5.54,4.78,D,1.0,21,5,0.45,2.83,11.2,4.5,1,0,Trung bình,1.0,,0.0,0.0,,,,,,
SV0110,2021-2022,1,1,DSB45035,Ngôn ngữ tự nhiên,3,5,at_risk,5.46,2.21,3.77,3.74,3.62,F,0.0,9,8,0.393,3.61,11.2,4.5,0,1,Cao,1.0,,0.0,,,,,,,
SV0111,2024-2025,1,4,DSB45035,Ngôn ngữ tự nhiên,3,5,average,7.3,5.63,4.88,4.77,5.23,D+,1.5,16,2,0.33,5.2,19.7,4.6,1,0,Trung bình,1.0,,1.0,,,,,,,
SV0111,2024-2025,1,4,BEB11003,Kỹ năng giao tiếp LT,1,1,average,7.46,7.09,5.34,5.68,6.04,C,2.0,34,1,0.733,7.4,19.7,4.6,1,0,Thấp,,,,,,,0.0,,,
SV0111,2024-2025,1,4,DSB25031,Học máy và Học sâu,3,5,average,7.72,7.31,3.63,7.82,6.45,F,0.0,33,4,0.908,6.25,19.7,4.6,1,0,Trung bình,1.0,0.0,0.0,,,,,,,
SV0111,2024-2025,2,4,DSB13002,Tiếng Anh trong CNTT,1,3,average,8.04,4.3,5.35,8.65,6.73,C+,2.5,24,2,0.718,6.54,19.7,4.6,1,0,Thấp,0.0,,,,,0.0,,,,
SV0112,2021-2022,1,1,CSB22024,Thuật toán và cấu trúc dữ liệu,2,2,at_risk,4.72,4.77,3.89,1.95,3.37,F,0.0,9,10,0.806,4.98,18.9,5.2,0,1,Cao,1.0,,0.0,,,,,,,
SV0112,2021-2022,2,1,DSB13002,Tiếng Anh trong CNTT,1,3,at_risk,5.58,2.01,1.72,3.29,2.79,F,0.0,14,9,0.625,4.03,18.9,5.2,0,1,Cao,0.0,,,,,0.0,,,,
SV0112,2021-2022,1,1,BEB32123,Kinh tế chính trị Mác-Lênin,1,2,at_risk,3.19,1.1,4.39,2.1,2.69,F,0.0,16,9,0.457,4.09,18.9,5.2,0,1,Cao,,,,,,,0.0,,,
SV0112,2021-2022,1,1,BEB13009,Khởi sự kinh doanh,1,3,at_risk,2.78,3.65,2.93,2.47,2.88,F,0.0,25,5,0.607,2.51,18.9,5.2,0,0,Cao,,,,0.0,,,,1.0,,
SV0113,2023-2024,2,3,CSB25017,Lập trình hướng đối tượng,2,5,below_avg,6.41,7.91,4.92,6.25,6.2,C,2.0,14,4,0.943,5.4,11.2,5.2,1,0,Trung bình,0.0,0.0,,,,,,,,
SV0113,2023-2024,1,3,BEB15139,Tiếng Anh học thuật 3,1,5,below_avg,7.19,6.43,6.61,6.66,6.65,C+,2.5,21,4,1.0,5.71,11.2,5.2,1,0,Trung bình,,,,,,0.0,,,,
SV0113,2023-2024,1,3,BEB11003,Kỹ năng giao tiếp LT,1,1,below_avg,4.76,5.59,4.59,4.47,4.76,D,1.0,28,6,0.749,3.07,11.2,5.2,1,0,Trung bình,,,,,,,1.0,,,
SV0113,2023-2024,2,3,DSB13002,Tiếng Anh trong CNTT,1,3,below_avg,6.83,3.17,4.01,3.49,3.92,F,0.0,20,7,0.853,4.19,11.2,5.2,0,1,Cao,0.0,,,,,0.0,,,,
SV0114,2021-2022,2,1,DSB23018,Phân tích dữ liệu lớn,3,3,good,9.07,7.88,8.56,7.73,8.14,B+,3.5,43,1,0.547,7.42,16.5,5.9,1,0,Thấp,,,1.0,0.0,1.0,,,,,
SV0114,2021-2022,1,1,DSB33021,Kỹ thuật mô hình hóa,3,3,good,8.61,7.46,6.52,7.86,7.45,B,3.0,49,0,0.849,8.37,16.5,5.9,1,0,Thấp,,1.0,0.0,,,,,,,
SV0114,2021-2022,1,1,CSB35037,Nhập môn trí tuệ nhân tạo,3,5,good,7.48,7.34,6.6,7.67,7.26,B,3.0,57,1,0.894,9.49,16.5,5.9,1,0,Thấp,1.0,0.0,1.0,,,,,,,
SV0114,2021-2022,2,1,CSB25020,Toán cho khoa học máy tính,2,5,good,10.0,8.4,7.57,7.42,7.92,F,0.0,37,1,0.985,7.49,16.5,5.9,1,0,Thấp,0.0,,1.0,,,,,,,
SV0115,2022-2023,2,2,BEB13116,Tư duy thiết kế,1,3,good,9.83,8.88,5.7,7.18,7.34,B,3.0,34,1,1.0,6.08,20.0,5.5,1,0,Thấp,,1.0,,,,,,1.0,,
SV0115,2022-2023,2,2,DSB33020,Dự đoán ứng dụng,3,3,good,7.01,7.84,7.94,8.02,7.86,B,3.0,51,0,1.0,7.19,20.0,5.5,1,0,Thấp,,,1.0,1.0,,,,,,
SV0115,2022-2023,2,2,BEB12010,Văn hóa toàn cầu,1,2,good,8.01,7.78,8.59,5.6,7.17,B,3.0,42,0,0.926,8.28,20.0,5.5,1,0,Thấp,,,,,,0.0,,,,0.0
SV0115,2022-2023,2,2,BEB12001,Kỹ năng học thuật,1,2,good,9.11,9.13,5.23,8.23,7.6,B,3.0,49,1,0.668,8.44,20.0,5.5,1,0,Thấp,,,,,,1.0,,,0.0,
SV0116,2024-2025,2,4,CSB35038,Quản lý dự án phần mềm,3,5,below_avg,4.19,5.38,3.5,5.72,4.83,D,1.0,12,3,0.462,4.92,11.9,4.0,1,0,Trung bình,,,,,,,1.0,,,1.0
SV0116,2024-2025,1,4,BEB14127,Tiếng Anh nền tảng 2,1,4,below_avg,5.99,3.4,5.67,4.44,4.76,D,1.0,29,3,0.31,4.97,11.9,4.0,1,0,Trung bình,,,,,,0.0,,,,
SV0116,2024-2025,1,4,BEB15139,Tiếng Anh học thuật 3,1,5,below_avg,6.19,4.76,3.76,6.61,5.34,D+,1.5,11,3,0.636,3.14,11.9,4.0,1,0,Trung bình,,,,,,1.0,,,,
SV0116,2024-2025,2,4,BEB14137,Tiếng Anh học thuật 1,1,4,below_avg,6.75,6.08,5.47,4.31,5.25,D+,1.5,11,4,0.404,5.49,11.9,4.0,1,0,Trung bình,,,,,,1.0,,,,
SV0117,2024-2025,1,4,CSB13055,Lập trình Java,2,3,average,7.32,4.93,4.94,6.96,5.99,C,2.0,37,1,0.651,5.67,19.6,4.3,1,0,Trung bình,1.0,1.0,,,,,,,,
SV0117,2024-2025,2,4,DSB23016,Đại số tuyến tính,2,3,average,7.97,7.16,8.29,5.36,6.86,C+,2.5,22,1,0.812,3.85,19.6,4.3,1,0,Thấp,1.0,,0.0,,,,,,,
SV0117,2024-2025,2,4,BEB13116,Tư duy thiết kế,1,3,average,7.94,6.62,5.28,6.91,6.47,F,0.0,35,1,0.776,3.97,19.6,4.3,1,0,Thấp,,1.0,,,,,,1.0,,
SV0117,2024-2025,1,4,DSB35032,Thách thức dữ liệu: Hệ đề nghị,3,5,average,7.09,5.07,5.38,4.73,5.23,D+,1.5,31,3,0.61,6.21,19.6,4.3,1,0,Trung bình,,0.0,1.0,,,,,,,
SV0118,2024-2025,2,4,BEB42125,Lịch sử Đảng CSVN,1,2,average,5.81,7.01,6.77,5.23,6.11,C,2.0,36,2,0.639,6.66,13.0,4.2,1,0,Thấp,,,,,,,,,,1.0
SV0118,2024-2025,2,4,BEB14126,Tiếng Anh nền tảng 1,1,4,average,6.73,6.16,5.14,6.93,6.22,C,2.0,29,3,0.904,5.05,13.0,4.2,1,0,Thấp,,,,,,1.0,,,,
SV0118,2024-2025,1,4,DSB15029,Thách thức dữ liệu: khai phá,3,5,average,4.35,6.88,4.55,6.36,5.72,C,2.0,32,3,0.369,6.13,13.0,4.2,1,0,Trung bình,,,1.0,,,,,0.0,,
SV0118,2024-2025,2,4,CSB35038,Quản lý dự án phần mềm,3,5,average,8.18,6.6,4.79,7.06,6.4,F,0.0,28,3,0.755,6.03,13.0,4.2,1,0,Thấp,,,,,,,0.0,,,1.0
SV0119,2021-2022,1,1,CSB13055,Lập trình Java,2,3,excellent,8.27,9.41,10.0,7.34,8.65,A,4.0,54,0,0.98,8.46,18.3,6.5,1,0,Thấp,1.0,1.0,,,,,,,,
SV0119,2021-2022,2,1,BEB14128,Tiếng Anh học thuật nâng cao,1,4,excellent,10.0,8.7,8.99,8.23,8.73,A,4.0,48,2,0.908,9.29,18.3,6.5,1,0,Thấp,,,,,,0.0,,,,
SV0119,2021-2022,1,1,BEB12002,Tin học ứng dụng,1,2,excellent,7.93,8.14,8.69,8.12,8.28,B+,3.5,61,0,0.701,8.87,18.3,6.5,1,0,Thấp,0.0,,,,,,,,,
SV0119,2021-2022,1,1,CSB22024,Thuật toán và cấu trúc dữ liệu,2,2,excellent,10.0,9.27,9.05,9.18,9.24,A,4.0,53,0,0.893,8.47,18.3,6.5,1,0,Thấp,1.0,,1.0,,,,,,,
SV0120,2021-2022,2,1,DSB23018,Phân tích dữ liệu lớn,3,3,average,7.56,7.31,5.17,5.38,5.92,C,2.0,41,4,0.491,6.09,14.6,3.5,1,0,Trung bình,,,0.0,0.0,1.0,,,,,
SV0120,2021-2022,1,1,BEB32123,Kinh tế chính trị Mác-Lênin,1,2,average,10.0,6.43,6.8,4.18,5.99,C,2.0,26,4,0.61,1.81,14.6,3.5,1,0,Trung bình,,,,,,,1.0,,,
SV0120,2021-2022,1,1,DSB15029,Thách thức dữ liệu: khai phá,3,5,average,9.3,3.8,7.82,2.87,5.19,D+,1.5,37,2,0.198,6.65,14.6,3.5,1,0,Trung bình,,,1.0,,,,,1.0,,
SV0120,2021-2022,1,1,DSB410026,Đồ án tốt nghiệp,5,10,average,7.7,5.71,3.77,7.03,5.85,C,2.0,43,4,0.252,4.69,14.6,3.5,1,0,Trung bình,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
SV0121,2021-2022,1,1,DSB13001,Xác suất thống kê,2,3,below_avg,7.2,4.89,5.18,4.28,4.96,F,0.0,14,5,0.467,5.39,15.8,4.8,1,0,Trung bình,0.0,,1.0,1.0,,,,,,
SV0121,2021-2022,1,1,CSB22024,Thuật toán và cấu trúc dữ liệu,2,2,below_avg,5.39,3.03,5.26,4.78,4.63,D,1.0,26,4,0.834,4.62,15.8,4.8,1,0,Trung bình,0.0,,0.0,,,,,,,
SV0121,2021-2022,1,1,CSB35037,Nhập môn trí tuệ nhân tạo,3,5,below_avg,3.92,6.84,6.45,5.22,5.78,C,2.0,12,7,0.497,4.73,15.8,4.8,1,0,Cao,1.0,1.0,1.0,,,,,,,
SV0121,2021-2022,1,1,CSB13055,Lập trình Java,2,3,below_avg,6.3,4.52,4.07,2.28,3.67,F,0.0,17,6,0.64,5.02,15.8,4.8,0,1,Cao,1.0,1.0,,,,,,,,
SV0122,2021-2022,2,1,CSB25022,Thiết kế & phát triển ứng dụng web,3,5,average,10.0,4.39,5.71,6.19,6.07,C,2.0,26,4,0.921,6.35,15.8,3.9,1,0,Trung bình,0.0,1.0,,,1.0,,,,,
SV0122,2021-2022,1,1,DSB45035,Ngôn ngữ tự nhiên,3,5,average,7.18,6.43,3.95,5.55,5.41,F,0.0,39,0,0.226,6.23,15.8,3.9,1,0,Trung bình,1.0,,1.0,,,,,,,
SV0122,2021-2022,1,1,BEB14132,Chuẩn bị kỹ năng IELTS L3,1,4,average,6.6,3.97,6.54,6.99,6.21,C,2.0,15,4,0.965,7.33,15.8,3.9,1,0,Trung bình,,,,,,1.0,,,,
SV0122,2021-2022,2,1,BEB13116,Tư duy thiết kế,1,3,average,7.78,6.82,7.04,4.02,5.86,C,2.0,17,1,0.531,6.59,15.8,3.9,1,0,Trung bình,,0.0,,,,,,1.0,,
SV0123,2024-2025,1,4,DSB23015,Thách thức dữ liệu 1,2,3,at_risk,7.89,4.18,2.79,5.31,4.59,D,1.0,7,8,0.477,5.15,16.2,3.8,1,0,Cao,,,0.0,,,,0.0,0.0,,
SV0123,2024-2025,1,4,BEB32123,Kinh tế chính trị Mác-Lênin,1,2,at_risk,5.7,3.43,4.83,6.05,5.13,D+,1.5,12,8,0.576,4.81,16.2,3.8,1,0,Cao,,,,,,,0.0,,,
SV0123,2024-2025,2,4,DSB25030,Đại số tuyến tính cho KHDL,2,5,at_risk,4.67,1.66,2.08,2.38,2.37,F,0.0,9,10,0.63,2.59,16.2,3.8,0,1,Cao,1.0,,0.0,,,,,,,
SV0123,2024-2025,2,4,DSB45027,Internet kết nối vạn vật,3,5,at_risk,6.35,3.53,2.97,4.35,3.97,F,0.0,2,8,0.891,3.71,16.2,3.8,0,1,Cao,,,1.0,,1.0,,,,,
SV0124,2024-2025,1,4,DSB23017,Thách thức dữ liệu 2,3,3,average,6.82,5.53,4.79,8.47,6.61,C+,2.5,33,3,0.983,6.97,18.5,5.4,1,0,Thấp,,,1.0,,,,1.0,1.0,,
SV0124,2024-2025,2,4,DSB45025,Thách thức dữ liệu nâng cao,3,5,average,7.53,6.61,5.54,4.6,5.58,C,2.0,31,2,0.266,6.71,18.5,5.4,1,0,Trung bình,,,0.0,,,,,1.0,0.0,
SV0124,2024-2025,1,4,BEB14127,Tiếng Anh nền tảng 2,1,4,average,6.35,4.87,6.25,6.44,6.06,C,2.0,23,2,0.553,7.13,18.5,5.4,1,0,Thấp,,,,,,1.0,,,,
SV0124,2024-2025,2,4,BEB12010,Văn hóa toàn cầu,1,2,average,6.96,4.49,5.3,5.86,5.53,C,2.0,29,3,0.766,6.93,18.5,5.4,1,0,Trung bình,,,,,,0.0,,,,0.0
SV0125,2022-2023,2,2,BEB13004,Lập kế hoạch phát triển cá nhân,1,3,excellent,8.87,9.74,8.47,10.0,9.38,A,4.0,65,2,1.0,7.76,30.0,6.1,1,0,Thấp,,,,,,,,1.0,1.0,
SV0125,2022-2023,2,2,DSB23018,Phân tích dữ liệu lớn,3,3,excellent,9.78,8.07,6.52,8.46,7.93,F,0.0,65,1,1.0,8.98,30.0,6.1,1,0,Thấp,,,1.0,1.0,0.0,,,,,
SV0125,2022-2023,1,2,CSB25018,Phân tích HT & thiết kế CSDL,2,5,excellent,7.66,10.0,7.9,8.02,8.35,B+,3.5,65,2,1.0,8.44,30.0,6.1,1,0,Thấp,,1.0,,0.0,1.0,,,,,
SV0125,2022-2023,1,2,BEB12002,Tin học ứng dụng,1,2,excellent,10.0,9.24,10.0,9.88,9.8,A+,4.0,53,1,1.0,10.0,30.0,6.1,1,0,Thấp,0.0,,,,,,,,,
SV0126,2022-2023,1,2,DSB410026,Đồ án tốt nghiệp,5,10,below_avg,5.61,4.81,4.96,6.56,5.64,C,2.0,18,5,0.42,5.72,17.9,5.8,1,0,Trung bình,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
SV0126,2022-2023,1,2,DSB15029,Thách thức dữ liệu: khai phá,3,5,below_avg,5.65,4.71,6.85,7.75,6.66,C+,2.5,10,3,0.706,4.9,17.9,5.8,1,0,Thấp,,,0.0,,,,,1.0,,
SV0126,2022-2023,1,2,BEB13009,Khởi sự kinh doanh,1,3,below_avg,6.21,5.63,3.97,4.21,4.62,D,1.0,19,2,0.376,3.88,17.9,5.8,1,0,Trung bình,,,,1.0,,,,1.0,,
SV0126,2022-2023,2,2,DSB45025,Thách thức dữ liệu nâng cao,3,5,below_avg,6.73,2.79,3.02,5.3,4.26,D,1.0,0,6,0.277,5.84,17.9,5.8,1,0,Cao,,,1.0,,,,,1.0,0.0,
SV0127,2021-2022,2,1,BEB12010,Văn hóa toàn cầu,1,2,average,7.94,4.46,7.49,5.71,6.22,C,2.0,18,5,0.84,8.11,6.0,4.8,1,0,Trung bình,,,,,,0.0,,,,1.0
SV0127,2021-2022,2,1,DSB23018,Phân tích dữ liệu lớn,3,3,average,6.9,6.35,7.83,6.73,7.0,F,0.0,31,2,0.842,7.5,6.0,4.8,1,0,Thấp,,,1.0,1.0,1.0,,,,,
SV0127,2021-2022,1,1,BEB32123,Kinh tế chính trị Mác-Lênin,1,2,average,6.34,4.52,5.1,8.0,6.27,C,2.0,28,4,0.478,6.77,6.0,4.8,1,0,Trung bình,,,,,,,0.0,,,
SV0127,2021-2022,2,1,CSB45051,Thực tiễn tốt nhất phát triển PM,3,5,average,6.42,6.42,5.41,3.65,5.01,D+,1.5,37,3,0.503,5.23,6.0,4.8,1,0,Trung bình,,1.0,,,,,,,,1.0
SV0128,2022-2023,2,2,CSB25020,Toán cho khoa học máy tính,2,5,excellent,5.62,9.45,7.3,7.09,7.48,B,3.0,53,1,0.604,9.5,18.1,5.4,1,0,Thấp,1.0,,1.0,,,,,,,
SV0128,2022-2023,2,2,CSB35036,Thiết kế & phát triển ứng dụng di động,3,5,excellent,8.16,7.62,9.73,6.99,8.05,B+,3.5,63,0,0.836,7.09,18.1,5.4,1,0,Thấp,,1.0,,,1.0,,,,,
SV0128,2022-2023,1,2,DSB23017,Thách thức dữ liệu 2,3,3,excellent,9.94,7.2,9.1,8.91,8.73,A,4.0,49,1,0.52,9.15,18.1,5.4,1,0,Thấp,,,1.0,,,,1.0,1.0,,
SV0128,2022-2023,2,2,BEB12010,Văn hóa toàn cầu,1,2,excellent,8.84,8.04,8.14,9.45,8.71,A,4.0,48,1,1.0,8.74,18.1,5.4,1,0,Thấp,,,,,,0.0,,,,0.0
SV0129,2021-2022,2,1,BEB14126,Tiếng Anh nền tảng 1,1,4,below_avg,5.52,3.56,7.19,4.38,5.17,D+,1.5,25,4,0.392,4.77,19.4,4.1,1,0,Trung bình,,,,,,1.0,,,,
SV0129,2021-2022,2,1,BEB32124,Chủ nghĩa xã hội khoa học,1,2,below_avg,5.38,3.96,4.99,5.1,4.86,D,1.0,33,5,0.647,5.72,19.4,4.1,1,0,Trung bình,,,,,,,,,,1.0
SV0129,2021-2022,1,1,BEB12002,Tin học ứng dụng,1,2,below_avg,4.84,3.7,3.2,5.45,4.37,D,1.0,22,5,0.161,7.06,19.4,4.1,1,0,Cao,0.0,,,,,,,,,
SV0129,2021-2022,1,1,DSB43024,Đạo đức trong KHDL,3,3,below_avg,8.46,3.26,3.83,1.86,3.39,F,0.0,22,3,0.389,3.63,19.4,4.1,0,0,Cao,,,,0.0,,,,,,0.0
SV0130,2022-2023,1,2,BEB13009,Khởi sự kinh doanh,1,3,below_avg,7.22,6.19,3.79,5.7,5.38,D+,1.5,19,4,0.444,4.44,16.1,3.5,1,0,Trung bình,,,,1.0,,,,0.0,,
SV0130,2022-2023,2,2,BEB32124,Chủ nghĩa xã hội khoa học,1,2,below_avg,6.21,4.69,7.74,6.07,6.3,C,2.0,14,4,0.818,5.15,16.1,3.5,1,0,Trung bình,,,,,,,,,,0.0
SV0130,2022-2023,2,2,DSB23016,Đại số tuyến tính,2,3,below_avg,6.53,6.74,3.22,3.15,4.23,D,1.0,16,4,0.85,6.0,16.1,3.5,1,0,Cao,0.0,,1.0,,,,,,,
SV0130,2022-2023,2,2,BEB14128,Tiếng Anh học thuật nâng cao,1,4,below_avg,5.66,3.26,5.74,5.09,4.97,F,0.0,30,4,0.529,5.17,16.1,3.5,1,0,Trung bình,,,,,,1.0,,,,
SV0131,2021-2022,2,1,DSB23016,Đại số tuyến tính,2,3,below_avg,8.01,5.43,7.15,4.45,5.81,C,2.0,27,4,0.473,4.32,14.9,3.7,1,0,Trung bình,0.0,,1.0,,,,,,,
SV0131,2021-2022,2,1,BEB12003,Kỹ năng giao tiếp,1,2,below_avg,5.23,4.04,3.38,4.25,4.05,D,1.0,34,8,0.301,4.65,14.9,3.7,1,0,Cao,,,,,,,0.0,0.0,,
SV0131,2021-2022,2,1,BEB14137,Tiếng Anh học thuật 1,1,4,below_avg,6.34,4.24,4.89,3.93,4.52,D,1.0,32,5,0.65,2.33,14.9,3.7,1,0,Trung bình,,,,,,1.0,,,,
SV0131,2021-2022,2,1,BEB12010,Văn hóa toàn cầu,1,2,below_avg,8.5,6.59,2.58,4.12,4.59,D,1.0,10,7,0.587,4.23,14.9,3.7,1,0,Cao,,,,,,0.0,,,,0.0
SV0132,2024-2025,2,4,BEB13004,Lập kế hoạch phát triển cá nhân,1,3,below_avg,6.28,5.08,6.86,4.22,5.39,D+,1.5,18,6,0.351,4.78,19.2,2.9,1,0,Trung bình,,,,,,,,0.0,0.0,
